pair,open_time,close_time,side,alpha,beta,half_life_minutes,qty_y,qty_x,entry_price_y,entry_price_x,exit_price_y,exit_price_x,u_entry,u_exit,spread_change,entry_z,exit_z,z_change,pnl,fees,reason
MAR-HLT,2022-12-23 15:56:00+00:00,2022-12-23 16:21:00+00:00,1,11.435494931258209,0.7846517700414422,192.37270739731932,221.5457074540919,-173.83623149893674,126.46,148.54,126.6,148.24,-1.5276688532140241,-1.1522733222016086,0.3753955310124155,-1.9893144625642838,-0.2625662860453181,1.7267481765189656,80.47641001719653,2.6908584760545207,mean_revert
XLE-OIH,2022-12-23 16:01:00+00:00,2022-12-23 16:25:00+00:00,1,-45.490584078172205,3.8435086716072955,458.0337168953786,55.26739095855278,-212.42069640630825,295.99,86.37,296.83,86.73,9.516740111450076,8.973076989671426,-0.5436631217786498,-2.851864792731949,-3.199961544075759,-0.34809675134381024,-31.78825563396521,1.741413332877317,adverse
XLE-OIH,2022-12-23 16:26:00+00:00,2022-12-23 18:45:00+00:00,1,-45.490584078172205,3.8435086716072955,458.0337168953786,53.03231272845157,-203.83015384719357,296.83,86.61,299.22,86.59,9.434298030264358,11.9011682036965,2.4668701734321417,-2.764524845653272,-0.30968085633644393,2.454843989316828,129.14793141613282,1.6758990818117887,mean_revert
UNP-CSX,2022-12-23 14:32:00+00:00,2022-12-23 19:21:00+00:00,1,-2.1174960425736207,0.15856663846156743,457.4138904297166,2868.6724749663645,-454.87575120264137,31.015,209.4,31.2,209.54,-0.07135805127860095,0.09144261933677811,0.16280067061537906,-2.205893127762354,-0.27697879644409684,1.9289143313182573,457.7809403941125,9.240862306297602,mean_revert
UPS-FDX,2022-12-22 14:36:00+00:00,2022-12-23 20:28:00+00:00,-1,-33.333305077834176,1.1493686707614947,372.0214338741892,-135.97524451459435,156.28568604420855,171.08,174.94,176.6,177.05,3.342749814818319,6.43758191951153,3.094832104693211,1.6563117652408745,0.3893147969812027,-1.2669969682596718,-423.40473261204636,2.584180444770224,mean_revert
XOM-CVX,2022-12-23 16:07:00+00:00,2023-01-09 14:30:00+00:00,-1,2.8252597431984214,1.6095647903788588,395.6526975991363,-236.1509578122072,380.100266908772,176.55,107.97,177.94,111.17,-0.059970160403793216,-3.8205774896161415,-3.7606073292123483,2.9067769950231157,,,883.8572003438393,4.213822405267616,descreen
MAR-HLT,2022-12-23 18:29:00+00:00,2023-01-09 14:32:00+00:00,1,11.435494931258209,0.7846517700414422,192.37270739731932,221.4931628163844,-173.79500225595336,126.49,148.6,129.8,152.39,-1.5447479594165117,-1.2085781678735543,0.33616979154295734,-1.8136392340781995,3.929775482364372,5.7434147164425715,71.69758872580648,2.7617216463675716,adverse
MAR-HLT,2023-01-09 14:36:00+00:00,2023-01-09 14:37:00+00:00,1,-10.887268792045841,0.9252590480574259,87.94263275746883,201.30634143679978,-186.2605138457365,129.01,152.75,129.1,153.02,-1.4360507987259723,-1.5958707417015034,-0.15981994297553115,-2.4005810398090315,-3.223562364685289,-0.8229813248762574,-34.89727963444636,2.7245116254082724,adverse
MAR-HLT,2023-01-09 14:40:00+00:00,2023-01-09 14:41:00+00:00,1,-10.887268792045841,0.9252590480574259,87.94263275746883,199.98868865517892,-185.04134368734378,129.86,153.81,129.69,153.77,-1.5668253896668318,-1.6998150277445632,-0.13298963807773134,-2.861738907386918,-3.457761574186343,-0.5960226667994251,-29.31594034641597,2.7195170225246503,adverse
MAR-HLT,2023-01-09 14:46:00+00:00,2023-01-09 14:47:00+00:00,1,-10.887268792045841,0.9252590480574259,87.94263275746883,199.0079012165635,-184.1338612355438,130.5,154.64,130.34,154.78,-1.6947903995545062,-1.9843266662825556,-0.28953626672804944,-2.9079097992206977,-4.040386948262291,-1.132477149041593,-60.34195121195856,2.721946444330218,adverse
MAR-HLT,2023-01-09 14:50:00+00:00,2023-01-09 14:51:00+00:00,1,-10.887268792045841,0.9252590480574259,87.94263275746883,198.74899448045872,-183.89430543535983,130.67,154.885,130.85,155.14,-1.7514788663285685,-1.8074199235832111,-0.0559410572546426,-2.856704086740978,-3.020436081036582,-0.16373199429560392,-13.845012303182486,2.7267834236504873,adverse
MAR-HLT,2023-01-09 15:09:00+00:00,2023-01-09 17:30:00+00:00,1,-10.887268792045841,0.9252590480574259,87.94263275746883,199.65045440314833,-184.72838938528955,130.08,154.85,129.685,154.19,-2.3090947996465445,-2.0934238279286603,0.21567097171788419,-2.9754105891068185,-0.3878555514645397,2.5875550376422787,40.34006052811532,2.7187469769295043,mean_revert
MAR-HLT,2023-01-09 18:55:00+00:00,2023-01-10 14:30:00+00:00,-1,-10.887268792045841,0.9252590480574259,87.94263275746883,-432.49503564648415,400.1699449718284,129.47,153.28,128.72,152.54,-1.4664380941964055,-1.5317463986339135,-0.06530830443750801,1.6674341740345702,0.16522476962085889,-1.5022094044137113,22.409883235985568,5.835634219720907,mean_revert
MAR-HLT,2023-01-10 15:26:00+00:00,2023-01-10 15:39:00+00:00,1,-10.887268792045841,0.9252590480574259,87.94263275746883,201.4625018133701,-186.40500264710624,128.91,153.3,128.23,152.06,-2.0449432751575785,-1.5776220555663656,0.46732121959121287,-1.6949245406337972,-0.2767331560543678,1.4181913845794294,91.43878798381803,2.7089140655023707,mean_revert
MAR-HLT,2023-01-10 16:03:00+00:00,2023-01-10 17:42:00+00:00,1,-10.887268792045841,0.9252590480574259,87.94263275746883,202.64147244664122,-187.49585589293434,128.16,152.46,128.39,152.47,-2.017725674789318,-1.7969782652698996,0.22074740951941862,-1.7896740946799077,-0.39825425270653525,1.3914198419733723,42.002348514026764,2.730231589770998,mean_revert
MAR-HLT,2023-01-10 20:26:00+00:00,2023-01-11 14:30:00+00:00,-1,-10.887268792045841,0.9252590480574259,87.94263275746883,-434.14335540835805,401.6950677455941,129.16,152.96,130.93,154.34,-1.480355198818046,-0.9872126851372798,0.4931425136807661,1.7471940466964064,3.8159409466190373,2.0687468999226306,-220.03654589785373,5.9420003139735655,adverse
MAR-HLT,2023-01-11 14:31:00+00:00,2023-01-11 14:32:00+00:00,-1,-10.887268792045841,0.9252590480574259,87.94263275746883,-427.5945541854372,395.635730160157,130.85,154.58,131.35,154.59,-1.289274856671085,-0.7985274471516561,0.49074740951942886,2.166518615015248,4.580253684754664,2.4137350697394164,-215.70721340200643,5.8662936108857915,adverse
MAR-HLT,2023-01-11 14:37:00+00:00,2023-01-11 14:38:00+00:00,-1,-10.887268792045841,0.9252590480574259,87.94263275746883,-422.7617093617219,391.16409675915696,132.06,155.62,132.25,155.53,-1.0415442666507886,-0.7682709523256221,0.27327331432516644,2.8311680852295673,3.9228799828020104,1.0917118975724431,-121.36689288865362,5.83739940160197,adverse
MAR-HLT,2023-01-11 14:49:00+00:00,2023-01-11 16:37:00+00:00,-1,-10.887268792045841,0.9252590480574259,87.94263275746883,-418.7169613655909,387.4216570786246,133.17,156.52,133.4,157.16,-0.7642774099024905,-1.1264432006592244,-0.36216579075673394,2.5717866406773893,0.37279740360290603,-2.1989892370744832,145.8077579025886,5.837201513632324,mean_revert
MAR-HLT,2023-01-11 19:08:00+00:00,2023-01-11 19:57:00+00:00,-1,-10.887268792045841,0.9252590480574259,87.94263275746883,-415.4220998142095,384.3730566161124,134.41,157.74,134.33,157.84,-0.6530934485325304,-0.8256193533382543,-0.17252590480572394,1.6552527429179058,0.206772124190158,-1.4484806187277477,65.84741895052272,5.823654696216499,mean_revert
MAR-HLT,2023-01-11 20:54:00+00:00,2023-01-11 20:55:00+00:00,1,-10.887268792045841,0.9252590480574259,87.94263275746883,193.4994680830126,-179.0371336381065,134.215,158.06,134.34,158.43,-1.1441763439109138,-1.3615221916921598,-0.217345847781246,-1.7571835258176276,-3.061645829410366,-1.3044623035927385,-44.7742845169515,2.717978581227856,adverse
MAR-HLT,2023-01-11 20:57:00+00:00,2023-01-12 14:33:00+00:00,1,-10.887268792045841,0.9252590480574259,87.94263275746883,193.29064534654313,-178.843918511748,134.36,158.42,133.79,157.935,-1.33226960121155,-1.453518962903729,-0.12124936169217904,-2.7698084391335156,-3.313330669233402,-0.5435222300998865,-26.141670854891974,2.705303485553346,adverse
MAR-HLT,2023-01-12 14:50:00+00:00,2023-01-12 14:51:00+00:00,1,-10.887268792045841,0.9252590480574259,87.94263275746883,194.55038661144306,-180.00950551530798,133.49,158.04,133.55,158.26,-1.8506711629497374,-1.9942281535223572,-0.14355699057261972,-2.804608455432897,-3.1726056066728043,-0.36799715123990717,-30.652593440421068,2.723525423740543,adverse
MAR-HLT,2023-01-12 14:53:00+00:00,2023-01-12 15:59:00+00:00,1,-10.887268792045841,0.9252590480574259,87.94263275746883,194.688939681109,-180.1377029966525,133.395,157.98,135.64,159.69,-1.890155620066281,-1.2273485922445104,0.6628070278217706,-2.7273303515868275,-0.2573266876226359,2.4700036639641914,126.28250758131374,2.758689878494053,mean_revert
MAR-HLT,2023-01-12 18:09:00+00:00,2023-01-12 18:27:00+00:00,1,-10.887268792045841,0.9252590480574259,87.94263275746883,191.72103284188347,-177.3916203398676,135.46,160.29,135.44,159.75,-1.9625040210789564,-1.4828641351279543,0.47963988595100204,-1.6761244781978546,0.16304189888340367,1.8391663770812583,89.24180392481753,2.715250401869927,mean_revert
MAR-HLT,2023-01-12 20:47:00+00:00,2023-01-12 20:50:00+00:00,1,-10.887268792045841,0.9252590480574259,87.94263275746883,192.68831509691006,-178.28660699835632,134.78,159.39,135.01,159.84,-1.809770877827276,-1.9961374494531299,-0.1863665716258538,-1.705499095465903,-3.07409449935507,-1.3685954038891668,-38.636269711168595,2.725609034192555,adverse
MAR-HLT,2023-01-12 20:51:00+00:00,2023-01-12 20:53:00+00:00,1,-10.887268792045841,0.9252590480574259,87.94263275746883,192.40280862914165,-178.0224395557747,134.98,159.8,134.96,159.8,-1.9891270875308464,-2.0091270875308282,-0.01999999999998181,-2.976095888850291,-3.0605499084118617,-0.08445401956157061,-6.568789617259421,2.7207334446800884,adverse
MAR-HLT,2023-01-12 20:54:00+00:00,2023-01-12 20:55:00+00:00,1,-10.887268792045841,0.9252590480574259,87.94263275746883,192.43132119710683,-178.04882106726782,134.96,159.755,134.9,159.94,-1.9674904303682297,-2.198663354258855,-0.23117292389062527,-2.715524686229557,-4.308105917405994,-1.5925812311764371,-47.20671685282123,2.7218056835494266,adverse
MAR-HLT,2023-01-13 14:30:00+00:00,2023-01-13 14:31:00+00:00,1,-10.887268792045841,0.9252590480574259,87.94263275746883,192.6740196510241,-178.27338000770433,134.79,159.6,134.995,159.47,-1.994075277919336,-1.6687916016718702,0.3252836762474658,-2.3637868461766502,-0.3034789209520538,2.0603079252245964,59.951749169832176,2.721964259630931,mean_revert
MAR-HLT,2023-01-13 14:33:00+00:00,2023-01-13 14:34:00+00:00,1,-10.887268792045841,0.9252590480574259,87.94263275746883,192.36005561633613,-177.98288194384466,135.01,159.87,134.8,159.93,-2.0238952208948433,-2.289410763778278,-0.2655155428834348,-2.447394606442599,-3.9372020950752638,-1.4898074886326649,-53.794331486375796,2.71974689031806,adverse
MAR-HLT,2023-01-13 14:35:00+00:00,2023-01-13 15:23:00+00:00,1,-10.887268792045841,0.9252590480574259,87.94263275746883,192.71691235352878,-178.31306686879242,134.76,159.7,136.01,161.52,-2.116601182725077,-2.550572650189622,-0.43397146746454496,-2.8521823171122063,-3.29160161631756,-0.43941929920535383,-86.38426894978761,2.75062769049254,adverse
MAR-HLT,2023-01-13 15:25:00+00:00,2023-01-13 15:27:00+00:00,1,-10.887268792045841,0.9252590480574259,87.94263275746883,190.98787401648434,-176.71325850300389,135.98,161.42,136.1,161.69,-2.488046745383855,-2.6178666883593564,-0.1298199429755016,-2.909038713282865,-3.2673221416703013,-0.3582834283874363,-27.52234573488358,2.7283108210497105,adverse
MAR-HLT,2023-01-13 15:28:00+00:00,2023-01-13 15:29:00+00:00,1,-10.887268792045841,0.9252590480574259,87.94263275746883,190.77742678881611,-176.51854030146526,136.13,161.66,136.15,161.74,-2.560108916917642,-2.614129640762229,-0.05402072384458734,-2.9859719823517916,-3.115487247713598,-0.12951526536180635,-13.032157456623969,2.726222768282815,adverse
MAR-HLT,2023-01-13 15:31:00+00:00,2023-01-13 15:32:00+00:00,1,-10.887268792045841,0.9252590480574259,87.94263275746883,191.04407171370852,-176.76525593084054,135.94,161.52,135.88,161.49,-2.620572650189615,-2.6528148787478756,-0.03224222855826042,-2.9966039127661346,-3.0428986446569706,-0.046294731890835994,-8.884931107134037,2.7252444822365076,adverse
MAR-HLT,2023-01-13 15:34:00+00:00,2023-01-13 17:24:00+00:00,1,-10.887268792045841,0.9252590480574259,87.94263275746883,191.3255570116512,-177.02570274965714,135.74,161.29,135.61,160.74,-2.6077630691363822,-2.2288705927047943,0.37889247643158797,-2.770174799794189,-0.3741816243239453,2.3959931754702435,69.77177558847812,2.720038512316495,mean_revert
MAR-HLT,2023-01-13 19:21:00+00:00,2023-01-13 20:05:00+00:00,-1,-10.887268792045841,0.9252590480574259,87.94263275746883,-409.9459733381388,379.3062210458212,136.18,161.27,136.15,161.44,-2.149257888175242,-2.336551926344981,-0.187294038169739,1.6989505371192275,-0.004681458085756966,-1.7036319952049845,70.92796974814823,5.852467029781248,mean_revert
MAR-HLT,2023-01-13 20:15:00+00:00,2023-01-13 20:39:00+00:00,-1,-10.887268792045841,0.9252590480574259,87.94263275746883,-409.0351836048221,378.4635046041921,136.57,161.62,136.65,161.88,-2.0830985549953596,-2.2436659074902536,-0.16056735249489407,1.9953137585960856,0.35764381954716484,-1.6376699390489207,59.81968001044934,5.858016498246278,mean_revert
MAR-HLT,2023-01-13 20:59:00+00:00,2023-01-23 14:30:00+00:00,-1,-10.887268792045841,0.9252590480574259,87.94263275746883,-408.5029109399174,377.9710145049554,136.82,161.77,138.42,165.85,-1.9718874122039551,-4.146944328278266,-2.175056916074311,2.68944016269185,,,882.5555083919489,5.96157328439751,descreen
LMT-NOC,2023-01-23 14:39:00+00:00,2023-01-23 15:10:00+00:00,1,-411.2739272712502,1.9540694844148445,259.20162686452886,37.63464141309709,-73.5407043422282,449.74,444.76,448.5,442.52,-8.078016617096011,-4.940900972006773,3.1371156450892386,-1.8092053747662478,0.0005686699628046993,1.8097740447290525,115.59310391638624,2.471118457964843,mean_revert
V-MA,2023-01-23 14:43:00+00:00,2023-01-24 14:30:00+00:00,-1,-45.436667213789605,1.8836353151372707,367.9794309658461,-53.8780841124912,101.48666194622474,377.84,223.59,349.0,238.05,2.114647102247261,-53.962719554637715,-56.077366656884976,1.7529658822117395,-26.165897787927427,-27.918863670139167,3019.192959985078,2.1481175615779113,adverse
LMT-NOC,2023-01-23 20:30:00+00:00,2023-01-24 14:32:00+00:00,-1,-411.2739272712502,1.9540694844148445,259.20162686452886,-79.80898239472138,155.9522970797266,450.42,441.46,452.92,440.18,-0.9495873185269375,4.051621621523964,5.001208940050901,1.7265496855602016,4.138561340443173,2.4120116548829715,-404.38110457058787,5.239708321738563,adverse
LMT-NOC,2023-01-24 14:35:00+00:00,2023-01-24 14:37:00+00:00,-1,-411.2739272712502,1.9540694844148445,259.20162686452886,-18.400600114578886,35.95605117881889,451.72,441.07,452.0,440.39,1.112499780394785,2.7212670297968202,1.6087672494020353,2.545987527912469,3.297633219511704,0.7516456915992351,-30.80987066520016,1.2075878315214852,adverse
LMT-NOC,2023-01-24 14:41:00+00:00,2023-01-24 14:55:00+00:00,-1,-411.2739272712502,1.9540694844148445,259.20162686452886,-15.414213526810151,30.120444278994235,452.3,441.06,460.27,447.8,1.7120404752389504,-3.488387849717185,-5.200428324956135,2.6733083657013865,0.17744003006564485,-2.4958683356357416,79.13138088133906,1.0291317504059263,mean_revert
LMT-NOC,2023-01-24 15:02:00+00:00,2023-01-24 15:07:00+00:00,-1,-411.2739272712502,1.9540694844148445,259.20162686452886,-21.83113320279772,42.65955120178273,453.21,442.26,452.73,440.41,0.27715709394112764,3.4121856401084756,3.135028546167348,1.8971697402715644,3.266058824306622,1.3688890840350578,-69.87479087993852,1.4335650939839875,adverse
LMT-NOC,2023-01-24 15:08:00+00:00,2023-01-24 15:09:00+00:00,-1,-411.2739272712502,1.9540694844148445,259.20162686452886,-22.047771601549073,43.082877685935244,453.12,441.37,454.51,441.53,1.9262789350703429,3.003627817563995,1.0773488824936521,2.5793695493950684,3.0451950288398506,0.46582547944478225,-25.205307879169197,1.452165782764553,adverse
KO-PEP,2023-01-23 20:55:00+00:00,2023-01-24 15:15:00+00:00,1,-17.990605043970085,3.1573139159114314,650.6645186297249,48.588292526606395,-153.40849214462978,168.89,60.225,169.32,60.03,-3.268625541795899,-2.2229493281931525,1.0456762136027464,-1.726596287132485,-0.22223907157184764,1.5043572155606373,49.935817680941575,0.8718040737023558,mean_revert
LMT-NOC,2023-01-24 15:10:00+00:00,2023-01-24 15:20:00+00:00,-1,-411.2739272712502,1.9540694844148445,259.20162686452886,-23.774833632085322,46.45767689749767,454.96,443.2,453.43,440.69,0.19033177859114403,3.5650461844724077,3.3747144058812637,1.7762429311949541,3.157260732834212,1.3810178016392578,-81.79595637791657,1.5626828222877347,adverse
LMT-NOC,2023-01-24 15:21:00+00:00,2023-01-24 15:49:00+00:00,-1,-411.2739272712502,1.9540694844148445,259.20162686452886,-20.068671842844658,39.21557924083817,453.52,441.3,455.59,441.09,2.463063798979249,4.9434183907064835,2.4803545917272345,2.6613881730595073,3.3592214083707823,0.6978332353112751,-51.099456657876885,1.3220343026111452,adverse
LMT-NOC,2023-01-24 15:50:00+00:00,2023-01-24 16:07:00+00:00,-1,-411.2739272712502,1.9540694844148445,259.20162686452886,-16.112980676459358,31.48588384283529,456.23,442.18,456.74,445.44,3.4534826526942766,-2.406783866498074,-5.860266519192351,2.741519357307546,0.3066658392557201,-2.434853518051826,93.3571354379927,1.06922574465593,mean_revert
LMT-NOC,2023-01-24 16:17:00+00:00,2023-01-24 17:10:00+00:00,1,-411.2739272712502,1.9540694844148445,259.20162686452886,6.925580285480521,-13.533065097722533,455.79,447.71,455.97,445.99,-7.792521596119741,-4.2515220829263285,3.5409995131934124,-1.890428629510373,-0.36893991688506356,1.5214887126253094,24.063802992183707,0.4596734272851912,mean_revert
KO-PEP,2023-01-24 17:03:00+00:00,2023-01-24 20:58:00+00:00,1,-17.990605043970085,3.1573139159114314,650.6645186297249,70.94317536830637,-223.9898748292988,169.53,60.38,170.84,60.625,-3.1180091987621665,-2.581551108160454,0.5364580906017125,-1.7113299847732488,-0.20265302386919987,1.508676960904049,36.77307448723149,1.2849659120723849,mean_revert
LMT-NOC,2023-01-24 18:09:00+00:00,2023-01-25 14:30:00+00:00,1,-411.2739272712502,1.9540694844148445,259.20162686452886,37.16689422293871,-72.6266938315189,455.4,447.83,459.57,448.01,-8.41700993424962,-4.598742441444301,3.818267492805319,-1.890583600387317,0.021226345027475838,1.911809945414793,139.43223028590637,2.4809137340747363,mean_revert
LMT-NOC,2023-01-25 14:38:00+00:00,2023-01-25 15:06:00+00:00,1,-411.2739272712502,1.9540694844148445,259.20162686452886,36.65736172465789,-71.6310319253107,461.73,452.22,463.19,455.46,-10.665374970830783,-15.536560100334782,-4.871185129503999,-1.8482993072172937,-3.054434205700893,-1.2061348984835991,-181.04501497890078,2.480219658897315,adverse
LMT-NOC,2023-01-25 15:07:00+00:00,2023-01-25 15:50:00+00:00,1,-411.2739272712502,1.9540694844148445,259.20162686452886,36.55602174710327,-71.43300656761994,463.01,454.36,461.76,449.95,-13.567083667478585,-6.199637241209018,7.3674464262695665,-2.479617403373665,-0.2987283843423809,2.1808890190312837,266.8734622839745,2.45106949535215,mean_revert
KO-PEP,2023-01-25 14:34:00+00:00,2023-01-25 18:22:00+00:00,-1,-17.990605043970085,3.1573139159114314,650.6645186297249,-157.32235011225384,496.7160452933094,170.54,60.24,170.56,60.435,-1.6659852505345611,-2.2616614641372905,-0.5956762136027294,1.9115094202961065,0.3364145536047592,-1.5750948666913474,90.87058511832642,2.842596711622358,mean_revert
LMT-NOC,2023-01-25 17:25:00+00:00,2023-01-26 14:30:00+00:00,1,-411.2739272712502,1.9540694844148445,259.20162686452886,36.58367619661584,-71.48704528352073,462.66,453.23,454.04,455.0,-11.708985150089802,-23.787688137504006,-12.078702987414204,-1.6917858239529278,-3.4853525032068573,-1.7935666792539295,-444.3402118638748,2.4568528972156694,adverse
LMT-NOC,2023-01-26 14:33:00+00:00,2023-01-26 14:38:00+00:00,1,-411.2739272712502,1.9540694844148445,259.20162686452886,36.997100765320084,-72.29490561733307,457.49,455.12,454.79,454.66,-20.572176475633853,-22.373304512802974,-1.8011280371691214,-2.7352677928867544,-3.092973068290002,-0.3577052754032475,-69.1212911446439,2.484775662251829,adverse
LMT-NOC,2023-01-26 14:46:00+00:00,2023-01-26 14:51:00+00:00,1,-411.2739272712502,1.9540694844148445,259.20162686452886,36.89307212416907,-72.09162642415474,458.78,456.77,459.4,457.63,-22.506391124918252,-23.56689088151512,-1.0604997565968688,-2.9685431917754594,-3.1071467205075005,-0.13860352873204107,-41.62209242450553,2.49699841671646,adverse
LMT-NOC,2023-01-26 14:57:00+00:00,2023-01-26 15:25:00+00:00,1,-411.2739272712502,1.9540694844148445,259.20162686452886,36.63911080856846,-71.59536836711773,461.96,458.97,464.2,461.08,-23.625343990630995,-25.50843060274633,-1.883086612115335,-2.985640908727227,-3.094878213399827,-0.10923730467260029,-71.49557242762403,2.500953384202406,adverse
LMT-NOC,2023-01-26 15:26:00+00:00,2023-01-26 15:32:00+00:00,1,-411.2739272712502,1.9540694844148445,259.20162686452886,36.42386027055949,-71.17475385929052,464.69,460.8,461.33,459.88,-24.47129114711015,-26.033547221448543,-1.5622560743383929,-2.8802257562986164,-3.1211353922908036,-0.24090963599218718,-59.380160221703356,2.4767632631713865,adverse
LMT-NOC,2023-01-26 15:34:00+00:00,2023-01-26 15:36:00+00:00,1,-411.2739272712502,1.9540694844148445,259.20162686452886,36.59474969542136,-71.50868366962231,462.52,460.0,458.11,458.98,-25.078035559578268,-27.494884685475142,-2.4168491258968743,-2.9056659337527524,-3.335789223867821,-0.43012329011506845,-90.9232626344762,2.4792738206826366,adverse
LMT-NOC,2023-01-26 16:05:00+00:00,2023-01-26 16:06:00+00:00,1,-411.2739272712502,1.9540694844148445,259.20162686452886,37.036769429160366,-72.37242094283087,457.0,459.17,456.29,459.45,-28.97615788751392,-30.23329734315007,-1.2571394556361497,-2.976464358058259,-3.16523616123282,-0.1887718031745611,-49.067934974944535,2.5075508162507614,adverse
V-MA,2023-01-26 20:15:00+00:00,2023-01-27 14:30:00+00:00,1,-45.436667213789605,1.8836353151372707,367.9794309658461,46.28730502799222,-87.18840239325709,374.6,224.6,378.29,229.6,-3.0278245660413177,-8.756001141727722,-5.728176575686405,-1.7028726159144902,-3.6277511133279923,-1.924878497413502,-267.01828050342084,1.8764240904265503,adverse
LMT-NOC,2023-01-26 16:10:00+00:00,2023-01-27 18:20:00+00:00,1,-411.2739272712502,1.9540694844148445,259.20162686452886,36.94138467223861,-72.18603250005175,458.18,460.13,436.36,459.08,-29.672064592552147,-49.440291633916615,-19.76822704136447,-2.9887398184740714,-0.9457478060418301,2.0429920124322414,-732.7286247439762,2.46294532078509,time_stop
KO-PEP,2023-01-26 15:37:00+00:00,2023-01-27 19:44:00+00:00,1,-17.990605043970085,3.1573139159114314,650.6645186297249,70.55198287199495,-222.75475731689463,170.47,60.72,170.02,60.63,-3.251495930172041,-3.4173376777399938,-0.16584174756795278,-1.7517408492967042,-0.38162571792074274,1.3701151313759614,-12.975507587078228,1.2750434532009953,mean_revert
V-MA,2023-01-27 15:11:00+00:00,2023-01-30 14:30:00+00:00,1,-45.436667213789605,1.8836353151372707,367.9794309658461,45.64154899575122,-85.97203352596503,379.9,231.45,370.94,229.77,-10.63072647473166,-16.426219145301104,-5.795492670569445,-2.955740504378068,,,-266.3494661946978,1.8342035163872474,descreen
XLF-KBE,2023-01-30 14:30:00+00:00,2023-01-30 15:59:00+00:00,-1,-3.424253841484592,1.416787180236504,691.4674962005608,-949.4880817535252,1345.222542015744,47.71,36.08,47.69,36.225,0.01657237855152971,-0.2088617625827709,-0.2254341411343006,1.9622546986365426,0.2765067091960208,-1.6857479894405218,209.34644156719327,4.700588660167297,mean_revert
KO-PEP,2023-01-30 16:43:00+00:00,2023-01-30 19:18:00+00:00,1,-45.12095855315954,3.5787898440941777,443.98716909748765,64.26504175701466,-229.9910787702923,169.92,60.95,169.46,60.605,-3.0862824443806005,-2.311599948168066,0.7746824962125345,-1.6919884932510831,-0.3399835697518293,1.352004923499254,48.54355480227592,1.2414481652508633,mean_revert
KO-PEP,2023-01-31 14:30:00+00:00,2023-01-31 15:05:00+00:00,1,-45.12095855315954,3.5787898440941777,443.98716909748765,64.07649275526306,-229.3163015177096,170.42,61.11,169.91,60.76,-3.158888819435674,-2.4163123740027004,0.7425764454329737,-1.8501695320120943,-0.2977493394654777,1.5524201925466166,46.340669457801965,1.241024768213139,mean_revert
XLF-KBE,2023-01-31 14:35:00+00:00,2023-01-31 15:09:00+00:00,-1,-3.424253841484592,1.416787180236504,691.4674962005608,-1040.0081818648312,1473.4702594071673,47.59,36.015,47.44,36.01,-0.011336454733097412,-0.15425251883191748,-0.14291606409882007,1.9442017487134353,0.1071141474483639,-1.8370876012650714,143.51399337324497,5.119882609445984,mean_revert
XLF-KBE,2023-01-31 15:33:00+00:00,2023-01-31 15:43:00+00:00,-1,-3.424253841484592,1.416787180236504,691.4674962005608,-1009.4222610633673,1430.1365189199244,47.78,36.135,47.89,36.14,0.008649083638523791,0.11156514773733761,0.10291606409881382,2.1476327276133387,3.411802447676775,1.2641697200634363,-108.88708441617108,5.001318293804536,adverse
XLF-KBE,2023-01-31 17:29:00+00:00,2023-01-31 17:37:00+00:00,-1,-3.424253841484592,1.416787180236504,691.4674962005608,-429.04652589536084,607.8676176135565,48.22,36.22,48.27,36.24,0.32822217331841586,0.3498864297136919,0.021664256395276027,2.9994556132384904,3.0437212249906294,0.044265611752138945,-11.431933855861061,2.136959913364218,adverse
PSA-EXR,2023-01-30 15:59:00+00:00,2023-01-31 19:13:00+00:00,1,-12.481336399575945,0.5667194761558052,316.3619262578526,436.5398218606754,-247.39561916603046,155.1,299.21,157.22,303.62,-1.986798061002503,-2.36603095084962,-0.3792328898471169,-1.770832373359745,-0.36647631596560326,1.4043560573941418,-172.73761061177294,7.187352434206277,mean_revert
XLF-KBE,2023-01-31 17:38:00+00:00,2023-02-01 15:38:00+00:00,-1,-3.424253841484592,1.416787180236504,691.4674962005608,-428.69091335835685,607.3637903299979,48.26,36.24,48.94,36.41,0.33988642971368677,0.7790326090734823,0.4391461793597955,2.963299806421966,3.031883382276108,0.06858357585414199,-190.41268917286985,2.1547124452836597,adverse
KO-PEP,2023-01-31 19:14:00+00:00,2023-02-01 15:43:00+00:00,1,-45.12095855315954,3.5787898440941777,443.98716909748765,64.21213627750164,-229.8017411775142,170.06,60.98,170.0,60.84,-3.053646139703403,-2.612615561530248,0.44103057817315516,-1.6945591304191627,-0.3020976464266755,1.3924614839924871,27.074655533179477,1.2448600550207622,mean_revert
PSA-EXR,2023-02-01 18:42:00+00:00,2023-02-01 19:08:00+00:00,-1,-12.481336399575945,0.5667194761558052,316.3619262578526,-441.3468716733862,250.1198679177448,156.56,301.72,156.01,301.91,-1.949263946153593,-2.6069406466232294,-0.6576767004696364,1.8035747237269635,0.39246442887543653,-1.411110294851527,283.0451435860978,7.218410738640566,mean_revert
PSA-EXR,2023-02-01 19:31:00+00:00,2023-02-01 19:36:00+00:00,-1,-12.481336399575945,0.5667194761558052,316.3619262578526,-404.42623482607667,229.19622394429882,155.82,300.53,155.38,300.8,-2.0148677695281663,-2.6078820280902733,-0.593014258562107,1.6895412589340084,0.3862391859066371,-1.3033020730273712,233.2414251619563,6.589098626486043,mean_revert
